transaction_id,user_id,product_id,amount,transaction_date,payment_method
1445180c-2ce8-4ec5-ad19-c6777204799c,1,42,71.68,2023-04-30 13:34:45,paypal
8881b31a-6e51-4055-9ab0-551c3df83aee,1,3,150.54,2023-06-11 04:39:55,paypal
1d26e4da-bab3-4cc7-8119-6acf086f9112,1,79,54.4,2023-04-03 09:17:31,paypal
c8d0b8ba-b119-416e-9d66-81b35247bdf0,1,20,144.36,2023-02-21 02:22:57,credit_card
6dc886fd-c3d5-4eba-9495-3c7e57fe96f4,2,20,144.36,2023-07-01 18:22:46,credit_card
6409248e-d60d-4083-81ae-512778b2e5b9,2,94,111.65,2023-08-11 03:47:40,bitcoin
ce0c31ba-8634-4545-a858-9dc388f1810d,2,56,139.75,2023-02-23 20:11:41,paypal
f7b212ec-45c9-45ee-9f38-a5c212905f91,2,88,165.51,2023-06-21 05:05:48,credit_card
e303ac3e-fdd5-4d22-a18b-ad8a836055aa,3,22,16.67,2023-07-29 07:04:42,paypal
44818852-f0ca-46c5-a3c7-192d8e82ceec,3,57,111.0,2023-05-08 05:14:53,paypal
6e5a1c9e-4ea4-4400-bb95-b9aeb6da2c4a,3,27,169.69,2023-08-03 14:48:17,paypal
cb77adb1-294c-4cc1-81c6-e8a73623ad27,3,47,18.76,2023-07-27 10:37:12,bitcoin
3795e4e6-bfb1-4d8f-bfbb-1312cbcf73f6,4,37,151.74,2023-03-25 04:30:10,bitcoin
7fbf5364-eac1-4a80-a38b-ccba5e5a046e,4,89,101.82,2023-01-06 02:17:21,credit_card
8d16ab80-be2d-4c66-a9e4-e3786049cc69,4,1,153.46,2023-05-30 21:33:11,credit_card
a9d43402-9c12-4394-b645-839d5e6fe124,4,7,138.96,2023-01-02 06:57:07,credit_card
e88c7d3e-3a36-44f9-8f8f-b50c0058beb1,5,50,192.34,2023-05-07 11:37:36,credit_card
bba0dc3f-a5b6-4c29-ba0c-64648378fd5c,5,40,10.2,2023-07-16 08:01:55,credit_card
b3f4adbf-6161-4b10-a14d-1cc3c80ea4d8,5,73,184.99,2023-01-08 15:08:18,paypal
9cdd4989-91a5-4333-b4ee-d1e3f4696925,5,88,165.51,2023-01-17 09:21:28,credit_card
700a5bdd-d75b-4c4a-9c67-2c1c9c0e892b,6,30,38.31,2023-02-05 17:46:15,credit_card
117ae591-fb11-4bcc-864d-7281685fec9d,6,26,6.71,2023-04-12 20:34:11,bitcoin
6e209dec-7fec-49f3-baf3-2926c976853e,6,35,74.03,2023-06-07 18:36:14,bitcoin
45d04768-e745-4297-b598-e2203522418f,6,24,34.37,2023-05-29 07:03:25,paypal
e0d08362-4b80-4fe1-adf9-b3ec0be60e2e,7,97,44.1,2023-01-16 17:04:05,bitcoin
741e89a8-4180-4203-b2ba-5fd582697611,7,85,34.38,2023-02-18 22:36:06,paypal
4866e5de-4ee4-4dd8-af3a-a43eaabd2f76,7,44,128.47,2023-03-11 09:41:07,paypal
746ec361-d083-4cde-9d40-9ec1d46e0597,7,14,58.35,2023-07-14 09:21:07,paypal
20c40eb3-1c40-4062-9869-1da1986df25a,8,27,169.69,2023-06-22 18:27:45,bitcoin
7edd2abe-17b5-4e2e-9698-d2e9125b4508,8,36,102.43,2023-07-25 21:47:29,credit_card
a6e036e9-acef-4fff-85b3-5d660c6c122c,8,53,13.44,2023-08-06 05:28:57,bitcoin
a1054667-1b8f-4cd6-b242-f11726c0ab71,8,11,53.8,2023-07-23 18:43:14,credit_card
c61d023d-bc24-47f0-bf5f-15019bb4852a,9,12,108.69,2023-07-05 05:07:18,credit_card
f56a46d2-07f2-4257-81a9-2e00d6e728eb,9,37,151.74,2023-01-29 05:03:54,bitcoin
a3466228-80c3-4ad5-8bcd-88859cb9af05,9,30,38.31,2023-08-05 14:57:23,bitcoin
b4193f27-b448-4f69-9f47-485808f2ea80,9,20,144.36,2023-05-21 07:07:10,paypal
1ad39ea3-2c2a-4655-a482-d9cff34d1a35,10,28,58.1,2023-02-20 06:08:26,bitcoin
32f905c7-3893-430b-8933-09e6914d409b,10,93,20.92,2023-06-06 16:40:30,credit_card
1f611608-d958-461d-ac64-1b1fe1015f7f,10,36,102.43,2023-03-09 06:11:56,paypal
046eb0c1-37e5-4ce8-a2e9-fd0fdcbcbe91,10,23,60.09,2023-06-12 22:35:16,credit_card
7992c6b7-005f-4ddd-b9bb-dd51a174fff7,11,93,20.92,2023-02-21 02:53:31,paypal
04de7b3e-097f-44ac-a3d8-344fd3f07466,11,25,191.07,2023-01-15 09:48:54,paypal
087a4308-91a3-49ce-916d-535310865b03,11,95,92.05,2023-06-21 07:03:59,paypal
6794b251-8678-4ab0-af4b-0698cbd4be8a,11,38,183.59,2023-02-25 20:10:38,credit_card
e830b008-2a4a-47c2-89d5-53a4523c8851,12,11,53.8,2023-05-05 17:21:16,bitcoin
fe277fd0-389a-41a4-973e-ddb78361b86f,12,77,51.36,2023-01-07 23:43:05,paypal
244582cc-88a3-4995-bd54-f2986aee3a0b,12,94,111.65,2023-04-02 19:58:15,credit_card
52c9754f-e4c8-472b-a638-32caeb773862,12,76,16.05,2023-05-11 06:07:55,credit_card
d5791283-fac2-4d91-bc73-669519c26d4e,13,59,133.85,2023-02-03 16:00:39,bitcoin
96e3b988-142a-433d-b3d1-3cb5eb22ee9d,13,28,58.1,2023-03-07 19:43:49,credit_card
630ce741-2a03-4b6a-8737-736f3938f8b8,13,49,5.53,2023-01-24 18:08:39,bitcoin
2b171e3f-18ae-4fce-b036-d304b4e57a0f,13,56,139.75,2023-04-29 08:34:20,credit_card
a8ece72b-9472-40e7-9332-d283fb6fbea0,14,24,34.37,2023-04-11 18:49:36,bitcoin
ea41d399-764e-426e-84c6-9b5503be860e,14,10,25.77,2023-01-22 05:21:16,paypal
be87bbf3-b76b-44f2-aaa1-5486850b7c31,14,52,176.72,2023-02-24 18:51:37,paypal
e3ee0ea6-fcf4-4798-8c60-5da3b0b48eb7,15,33,70.02,2023-04-04 23:56:59,bitcoin
6ee3db34-e85a-42fe-9fce-c175579a9596,15,56,139.75,2023-08-19 04:16:52,bitcoin
a71520d8-9c45-4a85-8a3e-2cd395b3c97c,15,5,167.94,2023-05-18 00:40:27,bitcoin
22b05ab3-8398-4f4d-afee-fbc55173530a,15,25,191.07,2023-04-22 07:21:02,paypal
aa99d43e-b5f6-4f8c-81a4-e548a7aae995,16,83,47.52,2023-04-16 12:34:58,paypal
fd0cff47-e15d-478f-878a-447c388c638f,16,54,22.77,2023-01-01 15:05:45,paypal
fde718cd-9b1e-4169-bc3f-515599529bde,16,72,114.99,2023-08-21 16:39:07,bitcoin
6e6c65ab-2844-4934-8d6e-950c3f7565b8,16,6,28.09,2023-07-30 00:05:25,credit_card
f6d8b81e-83a1-4e79-92f6-4139eb6adb12,17,45,76.25,2023-06-04 00:13:00,bitcoin
71c3f22f-30b2-49cd-a625-0c56bfe19b73,17,32,184.23,2023-08-09 17:27:43,bitcoin
2eebcb2a-f5f6-4a8d-8445-17002a8274cb,17,45,76.25,2023-01-29 21:25:28,bitcoin
9717f37b-08d5-45f7-ba84-048b1051582a,18,2,88.67,2023-05-29 12:57:05,paypal
83d2e87d-67e0-4b43-bfd1-8b31ec25f532,18,8,164.21,2023-06-15 09:19:41,credit_card
194b2bab-979b-444d-afe7-8cc93b824bf1,18,96,43.09,2023-06-17 07:31:47,bitcoin
805cf93d-fe9c-49a8-ac02-f384d6d87ffe,18,29,45.89,2023-05-20 06:35:53,bitcoin
cb014b11-0bec-4447-9910-c5a20b4d0c9a,19,38,183.59,2023-05-14 23:08:23,paypal
e453b548-7f2e-443b-bc95-a68a33639697,19,26,6.71,2023-05-24 05:48:26,credit_card
368daa2f-216f-4689-87ec-015dcbc4026c,19,91,191.88,2023-06-21 21:30:10,bitcoin
aad038a9-60ac-4d76-bb26-7d61b6a61f2c,19,58,198.63,2023-06-08 13:12:49,credit_card
beb3e1f3-6363-4824-8a36-8828b1a02fe0,20,40,10.2,2023-01-19 17:49:42,bitcoin
1a690020-88e1-4fde-9f3c-2b70a3793d8c,20,3,150.54,2023-02-14 19:57:29,bitcoin
8832f156-909a-4008-91dc-6f96b336ba3c,20,5,167.94,2023-08-08 04:07:17,bitcoin
36e923ba-91cb-4340-bf7c-d82927a3a2f6,20,79,54.4,2023-05-30 22:24:40,paypal
ebf80c71-c076-403d-b445-609bd2fe1bb7,21,72,114.99,2023-08-20 05:18:48,paypal
