transaction_id,user_id,product_id,amount,transaction_date,payment_method
83d48f17-c704-4039-be9e-9223f523f26f,1,33,70.02,2023-05-02 01:26:01,bitcoin
02e1d792-9983-47ad-a008-2803c7d0c13b,1,29,45.89,2023-07-05 14:16:00,bitcoin
319db3db-8967-42a0-9f21-485c11f59464,1,26,6.71,2023-05-05 00:09:37,credit_card
26d5f664-2ea1-409c-9245-8d63368b8ac3,1,82,51.34,2023-07-01 00:54:23,paypal
57712f66-3b9e-45c8-9a45-6f71823b0503,2,90,142.18,2023-05-16 01:00:24,credit_card
297a2967-db1c-47d4-aa6c-e26baf78d4a2,2,27,169.69,2023-02-27 13:57:19,bitcoin
3906eb24-b7fc-410b-8d29-659ba15a8e20,2,38,183.59,2023-01-28 12:45:47,credit_card
3f9bd36c-b447-4846-a684-d8112dd251f5,2,52,176.72,2023-06-22 10:35:28,credit_card
9ea3b6e8-32b3-4de5-90d6-422c4bfe9edf,3,26,6.71,2023-01-30 02:34:12,credit_card
26a7e2c6-05f7-4b2b-888b-574d9181d31c,3,41,172.48,2023-09-03 19:09:35,credit_card
779006d6-6881-4277-813f-f7095da698e5,3,56,139.75,2023-01-30 06:08:46,credit_card
63f2da6a-4953-4992-8976-edaeb00ea285,3,52,176.72,2023-03-28 09:44:25,credit_card
fe863c1c-d1c9-4944-a352-b055a58e96a1,4,76,16.05,2023-03-16 02:50:00,bitcoin
64657d04-ea3a-4b6a-b2b7-a1915d7fdfba,4,84,148.12,2023-04-04 09:44:08,paypal
2ac611df-ecbe-4615-8ece-82c0755a8408,4,88,165.51,2023-02-10 11:16:43,bitcoin
86b66652-e561-43b4-8008-cabdc652a8dd,4,65,195.29,2023-08-17 13:34:21,bitcoin
f3886b86-d40f-4ffb-8158-bce9b06f8c44,5,64,195.26,2023-02-06 07:34:50,paypal
0eaeb393-bce7-4ec8-b4e2-545852568f68,5,55,56.1,2023-08-24 21:02:54,bitcoin
7ed29c16-f4d0-4110-bea1-1283fa22632f,5,73,184.99,2023-02-04 20:26:53,credit_card
08d2f569-5a29-4601-a99d-97454fb40f46,5,42,71.68,2023-07-18 04:20:37,paypal
f591c683-7226-4539-9655-c24c5c5e7aeb,6,57,111.0,2023-08-26 23:27:00,bitcoin
0f6a6206-bee1-4b04-b9fe-4725209e027e,6,47,18.76,2023-03-09 12:02:49,paypal
26150850-4271-47a4-96c2-e1b69ecce0f6,6,52,176.72,2023-03-15 15:04:06,paypal
4fcc6742-fdea-4106-8ccd-1a1c942f47d1,7,8,164.21,2023-03-02 09:49:01,paypal
349e157f-85c8-4143-893c-137123e76d30,7,22,16.67,2023-01-14 00:24:07,bitcoin
21783e63-d2ab-41e5-afc6-84d794a08f69,7,4,94.98,2023-01-28 00:05:03,paypal
025b2001-03eb-4947-87ef-ab8a491f57ec,8,35,74.03,2023-08-20 16:18:14,credit_card
41de36fb-5ad2-4ad4-914f-65a0d582ddbb,8,65,195.29,2023-02-13 11:14:58,bitcoin
03e1ebb3-6fbd-48fe-b19d-dd2ad69e844a,8,92,108.96,2023-05-08 02:30:52,bitcoin
d7b6f27a-d70b-4e72-8363-906afb318dea,8,5,167.94,2023-06-08 20:31:28,bitcoin
60979092-c97d-4504-a987-d9aa89d7a82f,9,17,54.92,2023-02-05 08:44:38,paypal
c177ed2b-8d3a-4233-a159-0466ea49a8f2,9,83,47.52,2023-08-27 11:31:07,credit_card
274417ca-3554-40a9-a7b6-c1f03f1614e4,9,84,148.12,2023-08-03 11:31:26,credit_card
9b8eb0a8-ca69-4aaf-a3ad-f5a1dd029f3e,9,38,183.59,2023-01-13 17:34:37,credit_card
a414b8b6-6547-4502-8e0e-3cf2eda2eda4,10,38,183.59,2023-07-21 10:23:44,credit_card
213aeaed-4604-4ce2-baa1-bcdb315d359b,10,7,138.96,2023-09-03 13:42:22,paypal
a7c9d8af-e39d-4a74-8719-cf2d6b9a417e,10,5,167.94,2023-06-19 16:43:16,credit_card
8714e73e-2605-480b-8ab2-9333ac80dfb2,10,32,184.23,2023-07-28 22:42:20,credit_card
6e46f790-7292-4fee-b922-12a6b47e6ee4,11,1,153.46,2023-02-19 05:08:36,bitcoin
cf5a7737-b20c-4664-a555-90717eee3105,11,28,58.1,2023-07-27 20:40:03,paypal
261b7d3a-95fe-4752-a29d-56eefae631e7,11,15,27.85,2023-03-03 13:20:15,paypal
dc8eeb80-11e8-4e1a-aca9-a16b4665c474,11,60,48.14,2023-02-09 06:38:32,credit_card
16fe8fa2-3416-4ddb-be45-35ab2429b1cb,12,67,7.68,2023-04-05 11:59:14,bitcoin
8ddc7de8-4ba2-4cbc-9146-755116b1ba41,12,4,94.98,2023-09-02 12:27:54,credit_card
53986a73-0052-4c4d-82a5-f6946ddeccbb,12,82,51.34,2023-01-06 02:15:12,credit_card
3bc10534-103a-467f-ad64-98fa4f436fdb,12,45,76.25,2023-01-01 23:32:05,paypal
201302de-197a-4346-a56b-7c4248a8a7dd,13,63,69.59,2023-02-23 11:06:35,paypal
23a9dd7f-efdb-442b-8878-55ce165bc7a0,13,52,176.72,2023-08-10 06:22:30,credit_card
ff69b59b-4bc0-4919-94e6-ef3aafbed443,13,66,144.03,2023-03-05 00:04:35,credit_card
d604e315-fb03-41d6-b452-812d3c33937a,13,87,20.89,2023-05-17 09:41:08,paypal
148830a5-b6c5-4188-8bf3-ed2e9171a639,14,75,95.17,2023-05-27 01:33:10,bitcoin
11be0c63-06e5-485b-8ece-4367063b0b90,14,9,189.85,2023-05-21 10:02:44,credit_card
00f837ab-6b4e-44e4-97ca-cba867f31886,14,30,38.31,2023-02-19 19:44:53,credit_card
f8deb33b-f546-426a-9f91-686fb1669610,14,40,10.2,2023-04-20 22:28:12,paypal
5b56ad94-bd57-4852-b6c4-c0d1e21fbd27,15,12,108.69,2023-07-08 03:41:47,bitcoin
33454c11-f7a2-414f-8437-dea35a93e12b,15,31,59.49,2023-05-03 01:28:20,paypal
a371b312-b15e-4933-8022-cd9370553a26,15,47,18.76,2023-02-05 20:32:29,bitcoin
51fba43e-aebe-4ad3-8e0c-eadc10a839b4,15,5,167.94,2023-01-18 23:01:08,credit_card
8be65c02-ef25-4cd6-be89-836b7e072312,16,80,104.06,2023-07-20 05:51:28,credit_card
bb8e5c7a-7dd0-478a-8aef-b3c06a665051,16,18,51.37,2023-04-26 10:51:10,bitcoin
93179b3a-7c1b-46af-b9e9-e4bf19af0676,16,46,192.89,2023-05-23 20:20:49,bitcoin
