transaction_id,user_id,product_id,amount,transaction_date,payment_method
e3c94946-7e19-4fa0-977b-9d6f5bfc34e7,1,11,53.8,2023-06-28 12:21:31,bitcoin
51682d27-9c0d-482d-93af-e4e83b833fc3,1,12,108.69,2023-02-02 02:44:01,credit_card
6af982dd-c35a-4e20-90cf-7abd79c6c955,1,80,104.06,2023-06-12 03:16:11,bitcoin
b7a0467e-e1c7-47ee-a016-e563c27c51a0,1,10,25.77,2023-07-30 04:08:55,bitcoin
6a3b0afd-5fb0-4bc4-a345-867c13e951c6,2,60,48.14,2023-04-16 18:14:56,paypal
1041bc70-d510-4ddd-9114-d6017bb8687d,2,76,16.05,2023-08-21 05:18:09,bitcoin
7ff0706c-92c2-4db7-9ba4-3937e1a42909,2,47,18.76,2023-07-20 01:41:28,credit_card
ac4f0c7f-3c29-4083-9246-97c2abce1dbb,2,31,59.49,2023-01-08 06:06:10,credit_card
296183a4-649b-4c2b-9071-4f42375d0381,3,1,153.46,2023-08-28 19:42:21,credit_card
24cedc0d-9919-469c-a28e-ed7332aecb68,3,78,170.19,2023-04-04 00:08:12,paypal
26d4630c-a855-4b9e-a461-2899398cf937,3,80,104.06,2023-05-07 07:27:15,paypal
4e41fbe5-1440-42ed-b101-560f9f7c0851,3,57,111.0,2023-07-02 01:55:17,credit_card
a8de060b-e195-482d-845d-3a3d183d01aa,4,91,191.88,2023-07-03 17:22:59,paypal
99dedf93-0b38-4d22-a0b9-2159978cb3df,4,38,183.59,2023-08-10 19:36:54,bitcoin
4fbf2cf2-269b-41a6-9373-e03887ac16c2,4,75,95.17,2023-04-19 18:54:42,paypal
a8cf1ba0-aff2-4505-8630-fc9efff5936c,4,94,111.65,2023-05-16 12:47:17,bitcoin
0644883e-f805-4f98-adce-7033868f13a8,5,37,151.74,2023-07-13 18:08:22,paypal
363fe8dc-2f8f-4d58-b446-744bd86d95e4,5,82,51.34,2023-01-29 13:36:16,paypal
2fddd672-b8af-4cde-a020-280c27a899f5,5,6,28.09,2023-04-07 21:07:30,credit_card
0ccf664e-6a45-4055-806f-f283876e91d2,5,25,191.07,2023-07-11 02:53:54,bitcoin
9d9f7f65-7986-439b-bd6d-7f1efa6bc60c,6,92,108.96,2023-01-18 08:07:05,bitcoin
58c44839-401a-446a-b273-ec07043ae741,6,87,20.89,2023-02-23 15:41:44,paypal
4aca2f0b-5d47-48dc-82b5-1b6aa5421a6d,6,94,111.65,2023-06-13 09:57:35,credit_card
2eafdc80-27d3-4af6-ac23-eec6f0a3a9a9,7,90,142.18,2023-06-19 17:22:42,credit_card
41bdf191-28ce-4f1c-82f8-ce21199d1e91,7,84,148.12,2023-07-05 03:55:22,credit_card
cddc88a6-84cf-482c-879d-9741f7aaf279,7,1,153.46,2023-07-09 06:19:29,paypal
79f8b6f0-9cb7-44b4-ada0-fb78c8c94e06,7,68,140.49,2023-02-05 22:59:43,paypal
7a2bf621-48d9-4fc3-a6cb-c377d3aa36b1,8,89,101.82,2023-03-30 20:31:01,credit_card
cf374d43-f020-4960-b98f-3313f630218b,8,11,53.8,2023-05-10 04:36:47,bitcoin
b747c69b-2180-4b1a-a7d2-4be06fed0f24,8,65,195.29,2023-08-18 06:00:21,bitcoin
a36be4ca-1a2d-40f9-b2ca-f50e0639bcf9,8,72,114.99,2023-01-23 21:58:14,credit_card
e732e51b-031d-44f8-922b-cd5acff037db,9,52,176.72,2023-05-13 22:09:30,bitcoin
b39258b7-f1b2-4a58-983b-8ee3b10c77aa,9,75,95.17,2023-02-19 02:32:43,paypal
1ea19261-f406-4d89-a05a-d04166ccfd7a,9,84,148.12,2023-05-12 05:44:44,bitcoin
841d2ab3-4792-4575-9a79-dc20bf2d0e6b,9,76,16.05,2023-02-25 04:42:40,credit_card
b2ee1557-eed2-42b7-a396-1f534e712f44,10,83,47.52,2023-05-31 06:35:58,bitcoin
c4781d96-75be-4365-b0cb-3506714afa41,10,2,88.67,2023-06-03 18:15:32,paypal
a73cdbb3-e271-4e9b-bf7e-188750e0c4fd,10,75,95.17,2023-04-14 08:06:29,credit_card
32a96e02-8368-4e4c-9514-4183ff74614a,10,31,59.49,2023-01-23 20:38:11,paypal
0e8bb7cf-ba51-4649-9f96-9f9a49493074,11,14,58.35,2023-01-24 11:59:00,bitcoin
6f9cb3ae-af5c-4ae3-a551-7bfb6197bd97,11,19,178.2,2023-08-21 13:08:03,paypal
408d7819-89ab-4795-9409-a5e21b412d5a,11,34,21.55,2023-01-13 00:34:46,paypal
ccaf49da-a176-4e75-9f59-6b89effd9d9f,11,91,191.88,2023-05-18 20:32:03,paypal
124361ca-b6aa-4ff3-911c-f414ee02e49a,12,5,167.94,2023-01-08 18:51:10,bitcoin
098b3c2b-c7ff-4243-9035-a1c934670cc9,12,79,54.4,2023-08-27 15:35:50,bitcoin
c93c265c-2d12-4058-a5f0-fde5d88e3fc8,12,31,59.49,2023-06-14 17:27:24,credit_card
632340e1-2ead-42e1-bbba-8e9e4540ccfd,12,26,6.71,2023-01-21 04:24:31,credit_card
99f898d7-6ef6-4101-91fc-f9a3aab372a9,13,10,25.77,2023-07-12 07:58:26,bitcoin
de2bc89c-66a7-420e-95ee-a51c30af6143,13,86,1.41,2023-03-17 08:25:04,paypal
6bba7e0c-56fb-4e4b-90e2-e012908fb2ce,13,50,192.34,2023-04-13 09:42:15,bitcoin
02326c0c-289c-4f24-b5f5-e94219e4f414,13,57,111.0,2023-04-13 13:45:35,credit_card
1ce2ae21-8499-421b-998c-d16bdad45a84,14,48,51.13,2023-05-30 12:50:10,bitcoin
1a6733a0-24a6-42f0-af04-84fcb75db424,14,70,86.68,2023-06-10 22:09:55,bitcoin
e2b6dc70-e949-4e81-a8ab-1e126c7f2dac,14,10,25.77,2023-05-22 06:31:35,credit_card
062f0792-167a-4174-9236-40fc3c31bb91,14,78,170.19,2023-07-11 14:41:26,credit_card
f6b0835b-3634-4978-974e-e731028fe851,15,2,88.67,2023-03-18 23:24:33,paypal
688dd02c-29ea-4248-b589-e86fec708123,15,1,153.46,2023-07-09 17:27:20,bitcoin
fbe51c86-0849-403b-832a-841c7341c8d3,15,61,184.47,2023-06-02 09:42:22,paypal
8cb4d531-8d7b-465e-bdcd-efeef30a4ef7,15,35,74.03,2023-07-13 10:34:21,paypal
c87156e9-493b-423d-9f98-2231cff67632,16,19,178.2,2023-01-14 15:14:18,bitcoin
89ffd91b-b9c8-485e-b979-7b25dbf7bdab,16,88,165.51,2023-04-05 21:45:19,paypal
9f79d2ce-af10-4316-a54f-91d42f1317b6,16,43,96.54,2023-07-09 12:18:12,credit_card
1bea54db-2131-4aab-ac2a-f182fe53b00d,16,88,165.51,2023-03-08 23:08:43,credit_card
3c4e1dcd-e783-4ea0-b4a5-eac4dc68dc9e,17,93,20.92,2023-06-14 02:37:41,credit_card
8ff5d63c-ecce-4210-8ea9-d1bfdd81c099,17,23,60.09,2023-03-12 05:48:43,paypal
374b4546-beed-4db7-8144-149ee84b5fd5,17,93,20.92,2023-05-28 17:07:19,bitcoin
a7d53574-517f-4a53-b214-f953e37532fe,17,69,26.0,2023-05-21 09:22:57,credit_card
6e5a7acc-5477-4466-b924-b06cbf28c32c,18,25,191.07,2023-07-16 01:25:07,bitcoin
4649ef5d-99ed-4077-a6b4-7e0b273e4596,18,27,169.69,2023-06-26 23:16:35,bitcoin
729d98e1-7ed0-47d5-8f82-97a6948c563d,18,56,139.75,2023-06-15 00:20:09,paypal
e9b18274-7dd4-4eff-aba5-f4436804ad28,18,19,178.2,2023-03-31 00:54:31,credit_card
def43b11-b82c-42dc-a3c2-b073b7fb3122,19,86,1.41,2023-06-14 14:14:01,paypal
5a55e784-96d4-45f1-906e-a612e2ff6b37,19,22,16.67,2023-01-27 18:21:52,paypal
